"v","vw","o","c","h","l","t","n","time"
21706330,392.2188,391.2101,390.23,391.44,389.44,1679063400000,93561,2023-03-17 10:30:00
9744056,391.2597,390.23,389.55,390.985,389.01,1679065200000,63487,2023-03-17 11:00:00
6338853,389.6087,389.57,389.5799,390.25,388.56,1.679067e+12,57537,2023-03-17 11:30:00
6491101,390.2591,389.59,390.72,390.85,389.51,1679068800000,53511,2023-03-17 12:00:00
5497684,390.9109,390.73,390.37,391.78,389.9,1679070600000,51718,2023-03-17 12:30:00
4863314,391.1411,390.374,390.93,391.61,390.196,1679072400000,40394,2023-03-17 13:00:00
4482945,390.6754,390.91,391.0088,391.47,390.21,1679074200000,36621,2023-03-17 13:30:00
7033581,390.3217,391.03,389.07,391.46,388.89,1.679076e+12,52709,2023-03-17 14:00:00
5943917,389.3034,389.09,389.65,390.05,388.55,1679077800000,56544,2023-03-17 14:30:00
8967465,390.9375,389.64,390.754,390.87,389.2,1679079600000,67142,2023-03-17 15:00:00
14989175,390.3838,390.75,390.11,390.79,389.44,1679081400000,105071,2023-03-17 15:30:00
10740311,390.496,390.12,390.25,390.83,389.99,1679083200000,8466,2023-03-17 16:00:00
2097146,390.6602,390.24,390.12,390.37,389.99,1.679085e+12,1511,2023-03-17 16:30:00
431622,390.4345,390.18,391,391,389.91,1679086800000,2266,2023-03-17 17:00:00
973401,390.2361,391,391.07,391.2,389.99,1679088600000,2732,2023-03-17 17:30:00
190904,390.8614,391.15,391.3,391.3,389.99,1679090400000,1371,2023-03-17 18:00:00
219553,390.6815,391.22,390.98,391.22,389.99,1679092200000,916,2023-03-17 18:30:00
39240,391.075,390.98,390.86,391.19,390.86,1.679094e+12,831,2023-03-17 19:00:00
30903,390.7636,390.87,391.1,391.1,390.24,1679095800000,815,2023-03-17 19:30:00
98455,386.9841,387.49,386.03,389,385.18,1679299200000,962,2023-03-20 04:00:00
113714,387.4622,386.07,388.28,388.33,385.96,1.679301e+12,635,2023-03-20 04:30:00
107172,388.9162,388.41,388.33,389.6,388,1679302800000,535,2023-03-20 05:00:00
88634,389.6066,388.68,389.86,390.08,388.68,1679304600000,414,2023-03-20 05:30:00
127155,390.0075,389.86,389.92,390.65,389.3,1679306400000,484,2023-03-20 06:00:00
150569,390.3981,389.63,390.61,390.81,389.52,1679308200000,615,2023-03-20 06:30:00
159500,390.0368,390.56,390.29,390.79,389.45,1.67931e+12,1040,2023-03-20 07:00:00
215079,389.6636,390.34,389.9,390.66,389.11,1679311800000,1202,2023-03-20 07:30:00
449131,389.6729,389.9099,390.09,390.81,385.68,1679313600000,2767,2023-03-20 08:00:00
629136,391.0462,390.15,391.31,391.9,390.1,1679315400000,3959,2023-03-20 08:30:00
654193,391.0513,391.33,390.79,391.71,390.6,1679317200000,4216,2023-03-20 09:00:00
10198367,391.1508,390.8,391.68,392.13,390.07,1.679319e+12,103048,2023-03-20 09:30:00
7206280,391.8989,391.68,392.37,392.69,390.9,1679320800000,68179,2023-03-20 10:00:00
5513459,392.4336,392.37,393.04,393.18,391.78,1679322600000,51143,2023-03-20 10:30:00
6905819,393.0546,393.04,394.04,394.17,392.72,1679324400000,50291,2023-03-20 11:00:00
6107744,392.7215,394.05,392.45,394.145,392.365,1679326200000,46728,2023-03-20 11:30:00
8025519,391.6802,392.45,391.798,392.67,390.73,1.679328e+12,61303,2023-03-20 12:00:00
3967573,392.2968,391.8,392.9,393.22,391.675,1679329800000,37030,2023-03-20 12:30:00
4663696,393.28,392.9,393.26,393.84,392.85,1679331600000,38588,2023-03-20 13:00:00
3571300,392.7566,393.26,393.02,393.68,392.77,1679333400000,29555,2023-03-20 13:30:00
4489897,392.6996,393.01,392.98,393.33,392.35,1679335200000,33964,2023-03-20 14:00:00
5093139,392.493,392.99,392.71,393.35,391.95,1.679337e+12,43045,2023-03-20 14:30:00
5997434,392.3529,392.7,392.96,393.15,392.255,1679338800000,48084,2023-03-20 15:00:00
12908901,393.0399,392.95,393.66,394.1278,390.1202,1679340600000,89684,2023-03-20 15:30:00
3126283,392.5181,393.68,393.64,393.86,393.54,1679342400000,4465,2023-03-20 16:00:00
191702,393.8424,393.65,393.93,394.01,393.65,1679344200000,735,2023-03-20 16:30:00
32823,393.9739,393.97,394,394.02,393.93,1.679346e+12,351,2023-03-20 17:00:00
368847,393.7586,393.99,393.96,394.07,393.74,1679347800000,280,2023-03-20 17:30:00
54761,393.8541,393.97,393.95,394.04,393.61,1679349600000,456,2023-03-20 18:00:00
59260,393.9176,393.96,393.94,394.09,393.77,1679351400000,385,2023-03-20 18:30:00
42189,393.7398,393.9,393.64,393.9,393.61,1679353200000,274,2023-03-20 19:00:00
62129,393.546,393.65,393.68,393.69,393.5,1.679355e+12,352,2023-03-20 19:30:00
26941,394.8064,394.78,395,395.01,394.25,1679385600000,188,2023-03-21 04:00:00
23171,394.8668,395.02,395,395.12,394.64,1679387400000,139,2023-03-21 04:30:00
29220,395.1394,394.96,395.27,395.41,394.72,1679389200000,153,2023-03-21 05:00:00
42859,395.5435,395.34,395.84,395.85,395.26,1.679391e+12,208,2023-03-21 05:30:00
51454,395.8754,395.92,396.2,396.37,395.65,1679392800000,297,2023-03-21 06:00:00
94509,396.3462,396.2,396.07,396.68,395.83,1679394600000,433,2023-03-21 06:30:00
451911,396.4905,396.05,397.06,397.09,395.88,1679396400000,1771,2023-03-21 07:00:00
292081,396.8722,396.93,396.97,397.16,396.65,1679398200000,1957,2023-03-21 07:30:00
345626,396.8098,396.3001,396.83,397.17,393.99,1.6794e+12,2154,2023-03-21 08:00:00
187081,396.8959,396.8,396.92,397.06,396.66,1679401800000,1589,2023-03-21 08:30:00
340559,397.0666,396.92,397.28,397.32,396.8,1679403600000,2721,2023-03-21 09:00:00
7742582,397.6246,397.24,397.88,397.99,397.07,1679405400000,70217,2023-03-21 09:30:00
8298204,396.9663,397.87,396.43,398.3393,396.05,1679407200000,74055,2023-03-21 10:00:00
4968644,396.4365,396.44,396.24,397.05,395.83,1.679409e+12,46943,2023-03-21 10:30:00
4541701,396.2763,396.25,396.87,397.305,396.1157,1679410800000,37505,2023-03-21 11:00:00
5067038,395.9923,396.89,395.885,397.275,395.58,1679412600000,41375,2023-03-21 11:30:00
4436994,395.3014,395.9,396.49,396.67,395.66,1679414400000,28950,2023-03-21 12:00:00
3816505,396.0979,396.5,396.41,396.88,396.04,1679416200000,31288,2023-03-21 12:30:00
3233023,396.1529,396.42,396.94,397.03,396.15,1.679418e+12,27176,2023-03-21 13:00:00
4247056,396.1718,396.95,396.275,397.419,396.26,1679419800000,31563,2023-03-21 13:30:00
3419904,396.3371,396.27,397.05,397.165,396.24,1679421600000,26831,2023-03-21 14:00:00
4193832,396.8762,397.06,397.66,397.93,396.898,1679423400000,33742,2023-03-21 14:30:00
5953566,397.7347,397.65,398.225,398.49,397.6,1679425200000,43905,2023-03-21 15:00:00
18747489,398.067,398.22,398.87,399.41,398.03,1.679427e+12,115827,2023-03-21 15:30:00
8833564,397.9035,398.88,399.04,399.21,397.4136,1679428800000,4847,2023-03-21 16:00:00
129960,399.0308,399.03,398.96,399.1,398.95,1679430600000,787,2023-03-21 16:30:00
46972,398.9572,398.99,398.91,399.01,398.91,1679432400000,325,2023-03-21 17:00:00
19738,398.892,398.973,398.88,398.9803,398.85,1679434200000,505,2023-03-21 17:30:00
66765,398.7326,398.91,398.66,398.91,398.62,1.679436e+12,533,2023-03-21 18:00:00
17705,398.7767,398.67,398.85,398.85,398.67,1679437800000,143,2023-03-21 18:30:00
37247,398.8478,398.83,398.94,398.96,398.76,1679439600000,234,2023-03-21 19:00:00
90108,398.8612,398.89,398.89,398.94,398.71,1679441400000,537,2023-03-21 19:30:00
52786,397.8017,397.94,397.66,398.09,397.47,1.679472e+12,386,2023-03-22 04:00:00
10748,397.88,397.67,397.85,398.19,397.67,1679473800000,93,2023-03-22 04:30:00
26740,398.1538,397.88,398.46,398.46,397.76,1679475600000,120,2023-03-22 05:00:00
15158,398.3959,398.4,398.37,398.56,398.27,1679477400000,96,2023-03-22 05:30:00
12665,398.2999,398.3,398.48,398.57,398.08,1679479200000,132,2023-03-22 06:00:00
20908,398.7371,398.37,398.92,399.06,398.34,1.679481e+12,158,2023-03-22 06:30:00
47279,399.1883,398.9,399.11,399.34,398.86,1679482800000,341,2023-03-22 07:00:00
72654,398.8081,399.07,398.67,399.1,398.52,1679484600000,563,2023-03-22 07:30:00
128287,398.5816,398.86,398.4699,399.32,397.78,1679486400000,1323,2023-03-22 08:00:00
120881,398.629,398.47,398.76,398.78,398.3699,1679488200000,1034,2023-03-22 08:30:00
396651,398.8421,398.72,398.74,399.06,398.7,1.67949e+12,2312,2023-03-22 09:00:00
6005788,398.4333,398.73,398.57,398.875,398.08,1679491800000,50871,2023-03-22 09:30:00
3915859,398.8978,398.58,399.7416,399.86,398.31,1679493600000,39216,2023-03-22 10:00:00
3636140,399.5534,399.74,399.25,399.88,399.13,1679495400000,31923,2023-03-22 10:30:00
3087872,398.9055,399.24,398.89,399.39,398.39,1679497200000,28514,2023-03-22 11:00:00
2971436,398.9679,398.9025,398.915,399.16,398.73,1.679499e+12,21993,2023-03-22 11:30:00
2950129,398.4135,398.91,398.2675,398.98,398.05,1679500800000,26146,2023-03-22 12:00:00
2364958,398.0766,398.285,397.93,398.41,397.84,1679502600000,23656,2023-03-22 12:30:00
3694448,398.0068,397.94,398.216,398.275,397.37,1679504400000,26483,2023-03-22 13:00:00
2904902,398.4226,398.23,398.54,398.77,398.13,1679506200000,25089,2023-03-22 13:30:00
12329848,399.9696,398.58,399.935,401.7,398.43,1.679508e+12,102665,2023-03-22 14:00:00
18076424,400.1451,399.92,398.56,402.49,397.4,1679509800000,159230,2023-03-22 14:30:00
14642828,397.7269,398.56,398.95,399.89,395.67,1679511600000,142857,2023-03-22 15:00:00
21894441,395.1007,398.89,392.14,399.18,392.07,1679513400000,170625,2023-03-22 15:30:00
8482718,393.0539,392.14,392.57,392.84,391.87,1679515200000,11990,2023-03-22 16:00:00
1507802,394.5045,392.57,392.35,392.99,392.11,1.679517e+12,1938,2023-03-22 16:30:00
98527,392.4415,392.41,392.62,392.65,392.22,1679518800000,921,2023-03-22 17:00:00
37434,392.4341,392.59,392.4,392.59,392.37,1679520600000,528,2023-03-22 17:30:00
112816,392.7943,392.57,392.679,393,392.51,1679522400000,885,2023-03-22 18:00:00
62849,392.8751,392.73,392.9,393,392.73,1679524200000,585,2023-03-22 18:30:00
31387,392.6924,392.88,392.75,392.89,392.54,1.679526e+12,412,2023-03-22 19:00:00
37676,392.7523,392.8,392.76,392.9,392.58,1679527800000,486,2023-03-22 19:30:00
85474,395.1585,395.02,395.21,395.38,394.03,1679558400000,469,2023-03-23 04:00:00
15446,395.2649,394.96,395.17,395.49,394.96,1679560200000,149,2023-03-23 04:30:00
29782,394.7913,395.15,394.47,395.17,394.39,1.679562e+12,228,2023-03-23 05:00:00
20907,394.273,394.5,394.3,394.5,394.09,1679563800000,171,2023-03-23 05:30:00
100430,393.7548,394.36,393.4,394.43,393.3,1679565600000,532,2023-03-23 06:00:00
96210,393.4962,393.29,393.95,393.97,393.12,1679567400000,420,2023-03-23 06:30:00
84197,394.3581,393.98,394.28,394.66,393.98,1679569200000,774,2023-03-23 07:00:00
157392,394.5459,394.31,394.59,394.88,394.11,1.679571e+12,992,2023-03-23 07:30:00
279672,394.2685,394.65,394.24,395.25,393.5196,1679572800000,2131,2023-03-23 08:00:00
298774,394.4253,394.3,394.32,395.02,394,1679574600000,2237,2023-03-23 08:30:00
311987,394.3514,394.31,395.06,395.08,393.7,1679576400000,2604,2023-03-23 09:00:00
8490775,395.5214,395.09,395.95,396.17,394.92,1679578200000,77234,2023-03-23 09:30:00
7003314,396.5812,395.95,396.69,397.26,395.84,1.67958e+12,64157,2023-03-23 10:00:00
6266610,397.1172,396.69,398.42,398.55,396.39,1679581800000,48380,2023-03-23 10:30:00
6022394,397.8459,398.42,397.93,399.29,397.85,1679583600000,47897,2023-03-23 11:00:00
4086787,397.8964,397.92,398.02,398.65,397.77,1679585400000,34808,2023-03-23 11:30:00
5323448,396.9247,398.04,397.66,398.3201,397.13,1679587200000,38512,2023-03-23 12:00:00
4903224,396.6514,397.66,396.77,398.025,396.54,1.679589e+12,34558,2023-03-23 12:30:00
7067491,395.8114,396.77,395.3399,397.13,394.75,1679590800000,55020,2023-03-23 13:00:00
4104195,395.4349,395.335,394.82,396.2,394.66,1679592600000,39308,2023-03-23 13:30:00
6179163,394.2717,394.82,392.8,395.36,392.8,1679594400000,54511,2023-03-23 14:00:00
11753003,391.9266,392.83,392.3,393.35,390.54,1679596200000,95232,2023-03-23 14:30:00
14826777,392.6611,392.31,391.82,394.77,390.35,1.679598e+12,120084,2023-03-23 15:00:00
19566499,393.2358,391.8,393.11,394.99,391.22,1679599800000,138072,2023-03-23 15:30:00
8777972,392.9461,393.13,393.1,393.3877,392.93,1679601600000,7484,2023-03-23 16:00:00
1070073,393.6308,393.09,394.33,394.84,393.03,1679603400000,3018,2023-03-23 16:30:00
794610,393.2188,394.35,394.18,394.36,393.17,1679605200000,397,2023-03-23 17:00:00
39790,394.3945,394.21,394.47,394.64,394.18,1.679607e+12,261,2023-03-23 17:30:00
83350,394.0612,394.4,393.77,394.53,393.65,1679608800000,605,2023-03-23 18:00:00
47805,393.5467,393.76,393.61,393.83,393.34,1679610600000,518,2023-03-23 18:30:00
40247,393.8531,393.55,393.94,394.09,393.55,1679612400000,377,2023-03-23 19:00:00
43033,393.802,393.99,393.91,394.05,393.69,1679614200000,381,2023-03-23 19:30:00
86113,393.5458,394.84,393.83,394.84,392.85,1679644800000,530,2023-03-24 04:00:00
71576,392.5563,393.74,392.82,393.81,391.77,1679646600000,473,2023-03-24 04:30:00
85163,392.5724,392.63,392.2,393.3,392.02,1679648400000,375,2023-03-24 05:00:00
92328,391.0562,392.18,390.49,392.22,390.49,1679650200000,642,2023-03-24 05:30:00
162795,390.428,390.47,390.74,391.09,389.9,1.679652e+12,763,2023-03-24 06:00:00
186650,390.4279,390.45,390.51,390.96,389.78,1679653800000,847,2023-03-24 06:30:00
422592,390.1798,390.59,390.39,390.6,389.74,1679655600000,2410,2023-03-24 07:00:00
352497,390.2215,390.45,389.89,390.97,389.56,1679657400000,1951,2023-03-24 07:30:00
606190,389.9773,390.44,390.11,395.3,389.33,1679659200000,3952,2023-03-24 08:00:00
696989,390.3979,390.02,391.2,391.48,389.61,1.679661e+12,3931,2023-03-24 08:30:00
517869,391.042,391.2,391.84,391.99,390.13,1679662800000,3601,2023-03-24 09:00:00
12356639,390.8881,391.841,391.645,391.98,389.4,1679664600000,110723,2023-03-24 09:30:00
10414337,391.6231,391.66,392.42,392.63,390.22,1679666400000,87282,2023-03-24 10:00:00
6901849,391.9326,392.42,391.54,392.94,390.805,1679668200000,53873,2023-03-24 10:30:00
6363233,390.8488,391.52,390.79,391.96,389.92,1.67967e+12,55736,2023-03-24 11:00:00
7842330,392.1397,390.79,393.13,393.3,390.4,1679671800000,65593,2023-03-24 11:30:00
5324044,392.6963,393.13,392.35,394,391.7,1679673600000,48167,2023-03-24 12:00:00
4688636,393.1151,392.35,393.31,393.82,392.16,1679675400000,44883,2023-03-24 12:30:00
4098860,393.318,393.31,393.635,394.17,392.69,1679677200000,40461,2023-03-24 13:00:00
4098826,393.7248,393.62,393.555,394.38,393.04,1.679679e+12,37325,2023-03-24 13:30:00
3857891,394.01,393.56,394.17,394.6,393.42,1679680800000,35673,2023-03-24 14:00:00
5098505,394.6384,394.19,394.65,395.14,394.0818,1679682600000,43784,2023-03-24 14:30:00
5455137,394.8568,394.67,395.46,395.73,394.05,1679684400000,49409,2023-03-24 15:00:00
14434001,395.0334,395.45,395.72,395.84,394.42,1679686200000,102711,2023-03-24 15:30:00
10739770,395.4742,395.71,396.23,396.27,395.5,1.679688e+12,8109,2023-03-24 16:00:00
619368,396.0298,396.22,396.5,396.55,395.75,1679689800000,1525,2023-03-24 16:30:00
50487,396.3122,396.49,396.35,396.53,395.75,1679691600000,484,2023-03-24 17:00:00
514705,395.7677,396.39,396.44,396.44,395.75,1679693400000,368,2023-03-24 17:30:00
11349,396.3963,396.4,396.46,396.46,396.35,1679695200000,197,2023-03-24 18:00:00
36815,396.282,396.41,396.3499,396.41,396.1,1.679697e+12,258,2023-03-24 18:30:00
11508,396.3829,396.35,396.49,396.5,396.29,1679698800000,292,2023-03-24 19:00:00
18812,396.4407,396.45,396.46,396.49,396.35,1679700600000,647,2023-03-24 19:30:00
61397,396.4587,397.25,396.85,397.25,395.84,1.679904e+12,344,2023-03-27 04:00:00
22685,396.964,396.87,396.83,397.15,396.79,1679905800000,155,2023-03-27 04:30:00
7426,396.9907,396.96,396.93,397.14,396.65,1679907600000,103,2023-03-27 05:00:00
29685,397.2741,396.88,397.2,397.6,396.73,1679909400000,140,2023-03-27 05:30:00
33703,397.7655,397.51,397.76,398.03,397.5,1679911200000,211,2023-03-27 06:00:00
44514,398.0029,397.65,397.96,398.26,397.62,1.679913e+12,264,2023-03-27 06:30:00
343181,398.3477,397.94,398.65,398.67,397.94,1679914800000,1383,2023-03-27 07:00:00
190212,398.5279,398.65,398.38,398.8,398.07,1679916600000,1205,2023-03-27 07:30:00
211381,398.2482,398.4,398.1,398.75,395.6,1679918400000,1764,2023-03-27 08:00:00
165927,398.2365,398.1,398,398.48,397.89,1679920200000,1411,2023-03-27 08:30:00
224984,398.2146,398.05,398.11,398.45,397.95,1.679922e+12,1620,2023-03-27 09:00:00
8885410,398.0566,398.12,398.0399,398.92,397.41,1679923800000,76141,2023-03-27 09:30:00
4886828,397.7165,398.04,397.17,398.22,397.06,1679925600000,49924,2023-03-27 10:00:00
4819784,396.7473,397.14,396.41,397.28,396.23,1679927400000,45671,2023-03-27 10:30:00
3667003,396.2707,396.41,396.61,396.71,395.82,1679929200000,36384,2023-03-27 11:00:00
3130644,396.3675,396.63,395.96,396.87,395.56,1.679931e+12,31702,2023-03-27 11:30:00
4151235,396.2915,395.95,396.81,396.866,395.57,1679932800000,37718,2023-03-27 12:00:00
2653596,396.4728,396.81,396.43,396.97,396.1,1679934600000,24905,2023-03-27 12:30:00
2717864,396.6125,396.45,397.03,397.14,396.04,1679936400000,27541,2023-03-27 13:00:00
3966647,397.0861,397.04,396.83,397.545,396.81,1679938200000,34228,2023-03-27 13:30:00
3374466,396.8714,396.84,397.38,397.66,396.385,1.67994e+12,28191,2023-03-27 14:00:00
3235598,397.7721,397.4,398.04,398.12,397.4,1679941800000,29308,2023-03-27 14:30:00
4430000,397.6379,398.04,397.71,398.27,397.22,1679943600000,42006,2023-03-27 15:00:00
14209852,396.4959,397.68,396.45,397.85,395.84,1679945400000,90003,2023-03-27 15:30:00
5676989,396.2563,396.45,396.74,396.77,396.2524,1679947200000,4483,2023-03-27 16:00:00
103818,396.7097,396.72,396.92,396.95,396.7,1.679949e+12,510,2023-03-27 16:30:00
1498176,396.2911,396.99,396.91,397,396.2735,1679950800000,225,2023-03-27 17:00:00
26703,396.9389,396.91,396.93,396.99,396.85,1679952600000,283,2023-03-27 17:30:00
46338,396.7468,396.89,396.67,396.89,396.63,1679954400000,273,2023-03-27 18:00:00
64797,396.6457,396.67,396.84,396.84,396.55,1679956200000,325,2023-03-27 18:30:00
20642,396.895,396.87,396.89,396.96,396.82,1.679958e+12,145,2023-03-27 19:00:00
62437,396.95,396.93,397.01,397.06,396.88,1679959800000,342,2023-03-27 19:30:00
31375,396.5377,396.65,396.46,396.7,396.32,1679990400000,259,2023-03-28 04:00:00
22165,396.1904,396.45,396.22,396.48,396.11,1679992200000,84,2023-03-28 04:30:00
9066,396.3103,396.3,396.28,396.4,396.11,1.679994e+12,63,2023-03-28 05:00:00
14561,396.0118,396.33,395.93,396.33,395.78,1679995800000,117,2023-03-28 05:30:00
15855,395.9284,395.9,395.89,396.05,395.75,1679997600000,82,2023-03-28 06:00:00
46953,395.6621,395.86,395.78,395.86,395.56,1679999400000,187,2023-03-28 06:30:00
97406,396.0258,395.79,396.34,396.39,395.75,1680001200000,523,2023-03-28 07:00:00
66265,396.3629,396.38,396.22,396.53,396.18,1.680003e+12,483,2023-03-28 07:30:00
189398,396.1667,396.42,395.89,397.9,395.77,1680004800000,1394,2023-03-28 08:00:00
288148,395.5179,395.89,395.52,395.89,395.32,1680006600000,1808,2023-03-28 08:30:00
176734,395.5824,395.5,395.77,395.78,395.36,1680008400000,1502,2023-03-28 09:00:00
5730296,395.5535,395.77,395.4906,396.03,394.97,1680010200000,54903,2023-03-28 09:30:00
4799589,395.9397,395.4906,395.87,396.49,395.06,1.680012e+12,47369,2023-03-28 10:00:00
5534463,394.8762,395.89,394.8099,395.95,394.55,1680013800000,43443,2023-03-28 10:30:00
3512635,395.4092,394.8,395.75,395.925,394.74,1680015600000,32033,2023-03-28 11:00:00
3300141,395.9108,395.75,396.04,396.21,395.6,1680017400000,27271,2023-03-28 11:30:00
2336426,395.6301,396.06,395.4,396.1494,395.22,1680019200000,23409,2023-03-28 12:00:00
2078767,395.3864,395.41,395.37,395.68,395.105,1.680021e+12,21542,2023-03-28 12:30:00
2904923,395.0285,395.37,394.91,395.5,394.78,1680022800000,26620,2023-03-28 13:00:00
4483446,394.2581,394.922,393.845,395.08,393.69,1680024600000,39826,2023-03-28 13:30:00
3153711,394.1656,393.84,394.31,394.49,393.73,1680026400000,30016,2023-03-28 14:00:00
3479531,394.5796,394.32,394.82,394.98,394,1680028200000,30183,2023-03-28 14:30:00
4304615,394.9382,394.83,394.6579,395.29,394.52,1.68003e+12,38175,2023-03-28 15:00:00
8585588,395.2747,394.65,395.65,395.72,394.34,1680031800000,65445,2023-03-28 15:30:00
6041145,395.9446,395.64,396.16,396.2499,395.6,1680033600000,4805,2023-03-28 16:00:00
694956,395.7623,396.17,396.18,396.22,395.6,1680035400000,936,2023-03-28 16:30:00
53359,396.2405,396.19,396.3,396.31,396.17,1680037200000,390,2023-03-28 17:00:00
26981,396.25,396.29,396.27,396.29,396.2,1.680039e+12,182,2023-03-28 17:30:00
139328,396.3452,396.26,396.4,396.41,396.15,1680040800000,579,2023-03-28 18:00:00
18245,396.293,396.38,396.27,396.38,396.24,1680042600000,135,2023-03-28 18:30:00
11788,396.3959,396.28,396.38,396.46,396.28,1680044400000,135,2023-03-28 19:00:00
50099,396.5779,396.36,396.61,396.7,396.36,1680046200000,422,2023-03-28 19:30:00
